RuleID,RuleName,LostType,SeverityLevel,ApplicableFormationType,FormationProperties,GeologicalFeatures,MechanismShort,MechanismDetail,ConditionsText,ConditionsStructured,TimePattern,IdentificationFeatures,TypicalCurve,KeyParameters,MeasurementMethods,RiskLevel,TypicalLossRate,LossBehavior,Source
MR_197,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",持续,"[""池体积下降"", ""泵压波动"", ""压力恢复困难""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_198,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",间歇,"[""池体积下降"", ""压力恢复困难"", ""泵压波动""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_199,诊断-天然裂缝-1,裂缝性漏失,中度,"[""天然裂缝带""]","{""stress"": ""最小水平应力低""}","[""天然裂缝带""]",诊断-天然裂缝-1,裂缝重新张开；通过ECD 接近裂缝压力实现。,ECD 接近裂缝压力，侵入性强。,"{""logic"": ""ECD>FracP""}",缓慢,"[""泵压波动"", ""ECD变化"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可能升级为全漏失,《井漏机理和对策》
MR_200,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",突发,"[""压力恢复困难"", ""池体积下降"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,需配合 LCM 治理,《井漏机理和对策》
MR_201,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",间歇,"[""泵压波动"", ""ECD变化"", ""返出量下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,需配合 LCM 治理,《井漏机理和对策》
MR_202,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",持续,"[""ECD变化"", ""泵压波动"", ""返出量下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_203,预防-ECD控制-1,多类型漏失,中度,"[""压力窗口狭窄层""]","{""stress"": ""破裂-孔隙压力接近""}","[""压力窗口狭窄层""]",预防-ECD控制-1,ECD 管控；通过调控排量实现。,调控排量，流变优化。,"{""logic"": ""ECD<FracP""}",缓慢,"[""ECD变化"", ""返出量下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_204,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",持续,"[""返出量下降"", ""泵压波动"", ""ECD变化""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_205,诊断-天然裂缝-3,裂缝性漏失,重度,"[""层理裂缝发育层""]","{""stress"": ""应力敏感""}","[""层理裂缝发育层""]",诊断-天然裂缝-3,网络导流；通过泵启停实现。,泵启停，滤失控制不足。,"{""logic"": ""NaturalFractures==True""}",缓慢,"[""压力恢复困难"", ""泵压波动"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
MR_206,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",突发,"[""池体积下降"", ""返出量下降"", ""泵压波动""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_207,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",间歇,"[""返出量下降"", ""池体积下降"", ""泵压波动""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,可能升级为全漏失,《井漏机理和对策》
MR_208,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",突发,"[""池体积下降"", ""泵压波动"", ""ECD变化""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可能升级为全漏失,《井漏机理和对策》
MR_209,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",间歇,"[""池体积下降"", ""压力恢复困难"", ""泵压波动""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_210,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",突发,"[""返出量下降"", ""ECD变化"", ""压力恢复困难""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_211,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",缓慢,"[""ECD变化"", ""池体积下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可能升级为全漏失,《井漏机理和对策》
MR_212,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",间歇,"[""返出量下降"", ""泵压波动"", ""池体积下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可通过参数优化缓解,《井漏机理和对策》
MR_213,诊断-天然裂缝-1,裂缝性漏失,中度,"[""天然裂缝带""]","{""stress"": ""最小水平应力低""}","[""天然裂缝带""]",诊断-天然裂缝-1,裂缝重新张开；通过ECD 接近裂缝压力实现。,ECD 接近裂缝压力，侵入性强。,"{""logic"": ""ECD>FracP""}",间歇,"[""池体积下降"", ""返出量下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
MR_214,诊断-高渗透基质-1,渗透性漏失,轻度,"[""高渗透砂岩""]","{""stress"": ""孔隙压力低""}","[""高渗透砂岩""]",诊断-高渗透基质-1,基质渗流增强；通过返出量缓慢下降实现。,返出量缓慢下降，滤失量大。,"{""logic"": ""HighPermeability==True""}",突发,"[""压力恢复困难"", ""返出量下降"", ""泵压波动""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可能升级为全漏失,《井漏机理和对策》
MR_215,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",突发,"[""池体积下降"", ""返出量下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可能升级为全漏失,《井漏机理和对策》
MR_216,诊断-天然裂缝-1,裂缝性漏失,中度,"[""天然裂缝带""]","{""stress"": ""最小水平应力低""}","[""天然裂缝带""]",诊断-天然裂缝-1,裂缝重新张开；通过ECD 接近裂缝压力实现。,ECD 接近裂缝压力，侵入性强。,"{""logic"": ""ECD>FracP""}",突发,"[""ECD变化"", ""返出量下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_217,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",持续,"[""返出量下降"", ""池体积下降"", ""压力恢复困难""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,可能升级为全漏失,《井漏机理和对策》
MR_218,预防-ECD控制-2,多类型漏失,中度,"[""深水井""]","{""stress"": ""温压耦合""}","[""深水井""]",预防-ECD控制-2,压力窗口匹配；通过控压钻井 MPD实现。,控压钻井 MPD，密度微调。,"{""logic"": ""WindowNarrow==True""}",间歇,"[""返出量下降"", ""ECD变化"", ""泵压波动""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,需配合 LCM 治理,《井漏机理和对策》
MR_219,诊断-天然裂缝-1,裂缝性漏失,中度,"[""天然裂缝带""]","{""stress"": ""最小水平应力低""}","[""天然裂缝带""]",诊断-天然裂缝-1,裂缝重新张开；通过ECD 接近裂缝压力实现。,ECD 接近裂缝压力，侵入性强。,"{""logic"": ""ECD>FracP""}",间歇,"[""泵压波动"", ""ECD变化"", ""压力恢复困难""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可能升级为全漏失,《井漏机理和对策》
MR_220,预防-ECD控制-1,多类型漏失,中度,"[""压力窗口狭窄层""]","{""stress"": ""破裂-孔隙压力接近""}","[""压力窗口狭窄层""]",预防-ECD控制-1,ECD 管控；通过调控排量实现。,调控排量，流变优化。,"{""logic"": ""ECD<FracP""}",突发,"[""ECD变化"", ""池体积下降"", ""压力恢复困难""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_221,预防-ECD控制-1,多类型漏失,中度,"[""压力窗口狭窄层""]","{""stress"": ""破裂-孔隙压力接近""}","[""压力窗口狭窄层""]",预防-ECD控制-1,ECD 管控；通过调控排量实现。,调控排量，流变优化。,"{""logic"": ""ECD<FracP""}",间歇,"[""压力恢复困难"", ""ECD变化"", ""泵压波动""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_222,治理-LCM 桥堵-2,裂缝/溶洞漏失,极重度,"[""溶洞地层""]","{""stress"": ""开度可桥""}","[""溶洞地层""]",治理-LCM桥堵-2,封堵；通过分级颗粒实现。,分级颗粒，纤维协同。,"{""logic"": ""FiberAssist==True""}",持续,"[""泵压波动"", ""ECD变化"", ""返出量下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_223,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",间歇,"[""压力恢复困难"", ""ECD变化"", ""池体积下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可能升级为全漏失,《井漏机理和对策》
MR_224,诊断-天然裂缝-2,裂缝性漏失,重度,"[""断层破碎带""]","{""stress"": ""裂缝开启压力低""}","[""断层破碎带""]",诊断-天然裂缝-2,裂缝扩展；通过排量增加实现。,排量增加，密度偏高。,"{""logic"": ""ΔP波动""}",持续,"[""泵压波动"", ""压力恢复困难"", ""返出量下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可能升级为全漏失,《井漏机理和对策》
MR_225,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",间歇,"[""压力恢复困难"", ""泵压波动"", ""返出量下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,可通过参数优化缓解,《井漏机理和对策》
MR_226,诊断-天然裂缝-3,裂缝性漏失,重度,"[""层理裂缝发育层""]","{""stress"": ""应力敏感""}","[""层理裂缝发育层""]",诊断-天然裂缝-3,网络导流；通过泵启停实现。,泵启停，滤失控制不足。,"{""logic"": ""NaturalFractures==True""}",缓慢,"[""泵压波动"", ""压力恢复困难"", ""返出量下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可能升级为全漏失,《井漏机理和对策》
MR_227,预防-ECD控制-1,多类型漏失,中度,"[""压力窗口狭窄层""]","{""stress"": ""破裂-孔隙压力接近""}","[""压力窗口狭窄层""]",预防-ECD控制-1,ECD 管控；通过调控排量实现。,调控排量，流变优化。,"{""logic"": ""ECD<FracP""}",间歇,"[""ECD变化"", ""泵压波动"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_228,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",突发,"[""返出量下降"", ""ECD变化"", ""压力恢复困难""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可能升级为全漏失,《井漏机理和对策》
MR_229,诊断-天然裂缝-2,裂缝性漏失,重度,"[""断层破碎带""]","{""stress"": ""裂缝开启压力低""}","[""断层破碎带""]",诊断-天然裂缝-2,裂缝扩展；通过排量增加实现。,排量增加，密度偏高。,"{""logic"": ""ΔP波动""}",持续,"[""压力恢复困难"", ""ECD变化"", ""返出量下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_230,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",突发,"[""ECD变化"", ""压力恢复困难"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可通过参数优化缓解,《井漏机理和对策》
MR_231,预防-ECD控制-1,多类型漏失,中度,"[""压力窗口狭窄层""]","{""stress"": ""破裂-孔隙压力接近""}","[""压力窗口狭窄层""]",预防-ECD控制-1,ECD 管控；通过调控排量实现。,调控排量，流变优化。,"{""logic"": ""ECD<FracP""}",突发,"[""压力恢复困难"", ""ECD变化"", ""池体积下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可能升级为全漏失,《井漏机理和对策》
MR_232,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",间歇,"[""泵压波动"", ""返出量下降"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中~高,需配合 LCM 治理,《井漏机理和对策》
MR_233,预防-ECD控制-2,多类型漏失,中度,"[""深水井""]","{""stress"": ""温压耦合""}","[""深水井""]",预防-ECD控制-2,压力窗口匹配；通过控压钻井 MPD实现。,控压钻井 MPD，密度微调。,"{""logic"": ""WindowNarrow==True""}",缓慢,"[""池体积下降"", ""返出量下降"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_234,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",突发,"[""池体积下降"", ""返出量下降"", ""ECD变化""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可通过参数优化缓解,《井漏机理和对策》
MR_235,诊断-天然裂缝-3,裂缝性漏失,重度,"[""层理裂缝发育层""]","{""stress"": ""应力敏感""}","[""层理裂缝发育层""]",诊断-天然裂缝-3,网络导流；通过泵启停实现。,泵启停，滤失控制不足。,"{""logic"": ""NaturalFractures==True""}",突发,"[""池体积下降"", ""ECD变化"", ""返出量下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,需配合 LCM 治理,《井漏机理和对策》
MR_236,预防-ECD控制-2,多类型漏失,中度,"[""深水井""]","{""stress"": ""温压耦合""}","[""深水井""]",预防-ECD控制-2,压力窗口匹配；通过控压钻井 MPD实现。,控压钻井 MPD，密度微调。,"{""logic"": ""WindowNarrow==True""}",间歇,"[""压力恢复困难"", ""ECD变化"", ""返出量下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可通过参数优化缓解,《井漏机理和对策》
MR_237,治理-LCM 桥堵-1,裂缝/溶洞漏失,重度,"[""裂缝地层""]","{""stress"": ""通道连通""}","[""裂缝地层""]",治理-LCM桥堵-1,桥堵；通过投加 LCM实现。,投加 LCM，颗粒级配。,"{""logic"": ""PSD匹配""}",缓慢,"[""压力恢复困难"", ""ECD变化"", ""池体积下降""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可通过参数优化缓解,《井漏机理和对策》
MR_238,预防-ECD控制-3,多类型漏失,中度,"[""HPHT地层""]","{""stress"": ""瞬态压力控制""}","[""HPHT地层""]",预防-ECD控制-3,瞬态压力抑制；通过优化起下钻实现。,优化起下钻，切屑影响。,"{""logic"": ""SurgeSwab<limit""}",间歇,"[""ECD变化"", ""返出量下降"", ""泵压波动""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中~高,可能升级为全漏失,《井漏机理和对策》
MR_239,治理-LCM 桥堵-3,裂缝/溶洞漏失,重度,"[""孔洞-裂缝复合""]","{""stress"": ""需封堵""}","[""孔洞-裂缝复合""]",治理-LCM桥堵-3,维持承压；通过桥堵+封堵实现。,桥堵+封堵，可凝材料。,"{""logic"": ""SealStrength>ΔP""}",持续,"[""泵压波动"", ""压力恢复困难"", ""返出量下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_240,预防-ECD控制-1,多类型漏失,中度,"[""压力窗口狭窄层""]","{""stress"": ""破裂-孔隙压力接近""}","[""压力窗口狭窄层""]",预防-ECD控制-1,ECD 管控；通过调控排量实现。,调控排量，流变优化。,"{""logic"": ""ECD<FracP""}",间歇,"[""返出量下降"", ""泵压波动"", ""池体积下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,中,可能升级为全漏失,《井漏机理和对策》
MR_241,预防-ECD控制-2,多类型漏失,中度,"[""深水井""]","{""stress"": ""温压耦合""}","[""深水井""]",预防-ECD控制-2,压力窗口匹配；通过控压钻井 MPD实现。,控压钻井 MPD，密度微调。,"{""logic"": ""WindowNarrow==True""}",缓慢,"[""压力恢复困难"", ""泵压波动"", ""池体积下降""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,可能升级为全漏失,《井漏机理和对策》
MR_242,预防-ECD控制-2,多类型漏失,中度,"[""深水井""]","{""stress"": ""温压耦合""}","[""深水井""]",预防-ECD控制-2,压力窗口匹配；通过控压钻井 MPD实现。,控压钻井 MPD，密度微调。,"{""logic"": ""WindowNarrow==True""}",突发,"[""返出量下降"", ""池体积下降"", ""泵压波动""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可能升级为全漏失,《井漏机理和对策》
MR_243,诊断-天然裂缝-3,裂缝性漏失,重度,"[""层理裂缝发育层""]","{""stress"": ""应力敏感""}","[""层理裂缝发育层""]",诊断-天然裂缝-3,网络导流；通过泵启停实现。,泵启停，滤失控制不足。,"{""logic"": ""NaturalFractures==True""}",持续,"[""ECD变化"", ""池体积下降"", ""压力恢复困难""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_244,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",缓慢,"[""ECD变化"", ""池体积下降"", ""泵压波动""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,低~中,需配合 LCM 治理,《井漏机理和对策》
MR_245,诊断-天然裂缝-2,裂缝性漏失,重度,"[""断层破碎带""]","{""stress"": ""裂缝开启压力低""}","[""断层破碎带""]",诊断-天然裂缝-2,裂缝扩展；通过排量增加实现。,排量增加，密度偏高。,"{""logic"": ""ΔP波动""}",缓慢,"[""池体积下降"", ""ECD变化"", ""压力恢复困难""]",ECD升高-返出下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可通过参数优化缓解,《井漏机理和对策》
MR_246,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",突发,"[""泵压波动"", ""返出量下降"", ""池体积下降""]",压力波动-返出波动,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,可通过参数优化缓解,《井漏机理和对策》
MR_247,诊断-高渗透基质-2,渗透性漏失,中度,"[""砾岩""]","{""stress"": ""未发生破裂""}","[""砾岩""]",诊断-高渗透基质-2,孔喉侵入；通过池体积持续下降实现。,池体积持续下降，低黏度。,"{""logic"": ""ΔP>threshold""}",持续,"[""ECD变化"", ""池体积下降"", ""泵压波动""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",中,低~中,可能升级为全漏失,《井漏机理和对策》
MR_248,诊断-高渗透基质-3,渗透性漏失,中度,"[""枯竭砂岩""]","{""stress"": ""压差驱动""}","[""枯竭砂岩""]",诊断-高渗透基质-3,压差驱动渗流；通过ECD 升高后返出下降实现。,ECD 升高后返出下降，滤失控制不足。,"{""logic"": ""FiltrateHigh==True""}",突发,"[""池体积下降"", ""压力恢复困难"", ""ECD变化""]",返出下降-池体积下降,"[""ECD"", ""排量"", ""密度"", ""返出量""]","[""流量计"", ""池体积"", ""PWD""]",高,中,需配合 LCM 治理,《井漏机理和对策》
